,Merchant_id,Business_type,Location,mof,Affirm_product,churn
1035,M1036,Department_store,San Francisco,59,Other integrations,0
1036,M1037,Beauty,Los Angeles,14,Partnership,0
1037,M1038,Beauty,San Francisco,9,Affirm Anywhere,0
1038,M1039,Department_store,Los Angeles,40,Affirm Anywhere,0
1039,M1040,Airline,Houston,66,Partnership,1
1040,M1041,Restaurant,San Francisco,25,Debit Card,0
1041,M1042,Retail,New York,22,VCN-integration,0
1042,M1043,Beauty,Chicago,4,Partnership,0
1043,M1044,Restaurant,San Francisco,26,Other integrations,0
1044,M1045,Beauty,Phoenix,58,Debit Card,0
1045,M1046,Department_store,Houston,29,Partnership,0
1046,M1047,Restaurant,Houston,37,API-integration,0
1047,M1048,Airline,Phoenix,70,Other integrations,0
1048,M1049,Airline,Los Angeles,18,Other integrations,0
1049,M1050,Ticket,Chicago,42,Affirm Anywhere,0
1050,M1051,Retail,Los Angeles,41,API-integration,0
1051,M1052,Retail,Phoenix,38,API-integration,1
1052,M1053,Beauty,Phoenix,34,Other integrations,0
1053,M1054,Retail,Chicago,17,VCN-integration,0
1054,M1055,Ticket,Phoenix,37,Debit Card,0
1055,M1056,Airline,Phoenix,25,Affirm Anywhere,0
1056,M1057,Restaurant,San Francisco,27,API-integration,0
1057,M1058,Restaurant,Chicago,57,Affirm Anywhere,0
1058,M1059,Airline,Houston,31,Other integrations,0
1059,M1060,Department_store,Los Angeles,6,Debit Card,0
1060,M1061,Airline,Houston,40,Partnership,0
1061,M1062,Restaurant,Houston,12,API-integration,0
1062,M1063,Beauty,San Francisco,53,Debit Card,0
1063,M1064,Ticket,Los Angeles,71,Affirm Anywhere,0
1064,M1065,Airline,Houston,10,Other integrations,0
1065,M1066,Department_store,Chicago,45,Debit Card,0
1066,M1067,Beauty,Los Angeles,17,Partnership,0
1067,M1068,Airline,New York,26,Debit Card,0
1068,M1069,Beauty,San Francisco,62,Other integrations,0
1069,M1070,Airline,Houston,46,Affirm Anywhere,0
1070,M1071,Beauty,Phoenix,64,API-integration,0
1071,M1072,Retail,Los Angeles,2,API-integration,1
1072,M1073,Beauty,New York,54,VCN-integration,0
1073,M1074,Retail,Phoenix,65,Affirm Anywhere,0
1074,M1075,Restaurant,New York,51,VCN-integration,0
1075,M1076,Retail,Houston,53,VCN-integration,0
1076,M1077,Beauty,Phoenix,36,Other integrations,1
1077,M1078,Ticket,Houston,26,Other integrations,0
1078,M1079,Ticket,Phoenix,29,Other integrations,0
1079,M1080,Restaurant,Los Angeles,21,Partnership,0
1080,M1081,Beauty,Chicago,11,Affirm Anywhere,0
1081,M1082,Retail,Chicago,40,API-integration,1
1082,M1083,Ticket,New York,11,Affirm Anywhere,0
1083,M1084,Airline,San Francisco,36,Other integrations,0
1084,M1085,Department_store,Phoenix,59,Partnership,1
1085,M1086,Beauty,Houston,39,Affirm Anywhere,0
1086,M1087,Airline,San Francisco,54,Affirm Anywhere,0
1087,M1088,Airline,Los Angeles,55,VCN-integration,0
1088,M1089,Beauty,Los Angeles,24,Affirm Anywhere,1
1089,M1090,Department_store,Los Angeles,22,VCN-integration,0
1090,M1091,Ticket,Chicago,69,VCN-integration,0
1091,M1092,Department_store,Houston,56,Debit Card,0
1092,M1093,Restaurant,Los Angeles,33,Other integrations,0
1093,M1094,Retail,Los Angeles,36,Partnership,0
1094,M1095,Retail,New York,20,VCN-integration,0
1095,M1096,Airline,Phoenix,62,Affirm Anywhere,0
1096,M1097,Ticket,Phoenix,26,VCN-integration,0
1097,M1098,Department_store,Phoenix,66,VCN-integration,0
1098,M1099,Airline,San Francisco,40,VCN-integration,0
1099,M1100,Beauty,New York,17,API-integration,0
1100,M1101,Airline,Chicago,1,API-integration,0
1101,M1102,Beauty,San Francisco,61,API-integration,0
1102,M1103,Beauty,New York,43,API-integration,0
1103,M1104,Restaurant,Los Angeles,42,Debit Card,0
1104,M1105,Restaurant,Houston,25,VCN-integration,0
1105,M1106,Beauty,San Francisco,39,Debit Card,0
1106,M1107,Ticket,San Francisco,35,Affirm Anywhere,0
1107,M1108,Restaurant,Los Angeles,3,Other integrations,0
1108,M1109,Restaurant,Los Angeles,44,Partnership,0
1109,M1110,Retail,Houston,51,Debit Card,0
1110,M1111,Airline,Phoenix,12,API-integration,1
1111,M1112,Retail,San Francisco,19,API-integration,0
1112,M1113,Ticket,New York,44,Affirm Anywhere,0
1113,M1114,Restaurant,Chicago,59,VCN-integration,0
1114,M1115,Restaurant,Los Angeles,49,Partnership,0
1115,M1116,Department_store,Los Angeles,61,Debit Card,0
1116,M1117,Ticket,Chicago,17,VCN-integration,0
1117,M1118,Airline,New York,57,VCN-integration,0
1118,M1119,Airline,Los Angeles,55,Other integrations,0
1119,M1120,Airline,Chicago,47,Other integrations,0
1120,M1121,Ticket,Los Angeles,12,Debit Card,0
1121,M1122,Department_store,Phoenix,62,Debit Card,0
1122,M1123,Department_store,Phoenix,8,Debit Card,0
1123,M1124,Retail,Los Angeles,21,Debit Card,0
1124,M1125,Ticket,Los Angeles,70,API-integration,0
1125,M1126,Ticket,Phoenix,25,VCN-integration,0
1126,M1127,Department_store,Los Angeles,12,VCN-integration,0
1127,M1128,Beauty,New York,15,API-integration,0
1128,M1129,Beauty,New York,59,VCN-integration,0
1129,M1130,Retail,Houston,26,Debit Card,0
1130,M1131,Beauty,New York,26,Partnership,0
1131,M1132,Beauty,San Francisco,47,Other integrations,0
1132,M1133,Beauty,San Francisco,32,Other integrations,0
1133,M1134,Restaurant,San Francisco,10,VCN-integration,0
1134,M1135,Retail,Los Angeles,16,Partnership,0
1135,M1136,Department_store,Los Angeles,71,Other integrations,0
1136,M1137,Beauty,Chicago,17,Partnership,0
1137,M1138,Airline,San Francisco,23,API-integration,0
1138,M1139,Restaurant,San Francisco,26,Affirm Anywhere,0
1139,M1140,Beauty,New York,7,VCN-integration,0
1140,M1141,Restaurant,Phoenix,14,API-integration,0
1141,M1142,Retail,Phoenix,7,API-integration,0
1142,M1143,Airline,Houston,9,Partnership,0
1143,M1144,Airline,Chicago,48,VCN-integration,0
1144,M1145,Airline,Phoenix,59,API-integration,0
1145,M1146,Beauty,Houston,39,Debit Card,0
1146,M1147,Restaurant,New York,18,API-integration,0
1147,M1148,Airline,Chicago,59,Debit Card,1
1148,M1149,Ticket,Chicago,17,Affirm Anywhere,0
1149,M1150,Ticket,San Francisco,14,Debit Card,0
1150,M1151,Restaurant,Los Angeles,31,Debit Card,0
1151,M1152,Beauty,San Francisco,24,Partnership,0
1152,M1153,Beauty,New York,60,API-integration,0
1153,M1154,Retail,San Francisco,45,Affirm Anywhere,0
1154,M1155,Retail,Chicago,3,API-integration,0
1155,M1156,Airline,San Francisco,37,Debit Card,0
1156,M1157,Department_store,Houston,43,Other integrations,0
1157,M1158,Retail,San Francisco,40,Debit Card,0
1158,M1159,Beauty,Phoenix,55,API-integration,0
1159,M1160,Department_store,New York,39,Affirm Anywhere,0
1160,M1161,Retail,New York,15,Other integrations,0
1161,M1162,Restaurant,Chicago,4,Affirm Anywhere,0
1162,M1163,Ticket,San Francisco,25,Partnership,0
1163,M1164,Retail,Chicago,13,Debit Card,0
1164,M1165,Retail,Chicago,33,Debit Card,0
1165,M1166,Restaurant,Houston,16,Partnership,0
1166,M1167,Beauty,Los Angeles,42,API-integration,0
1167,M1168,Airline,Chicago,66,Debit Card,0
1168,M1169,Restaurant,Los Angeles,55,API-integration,0
1169,M1170,Airline,Los Angeles,42,Affirm Anywhere,0
1170,M1171,Retail,New York,34,Other integrations,0
1171,M1172,Beauty,Phoenix,30,Other integrations,0
1172,M1173,Department_store,Phoenix,13,Other integrations,0
1173,M1174,Retail,San Francisco,13,VCN-integration,0
1174,M1175,Restaurant,Houston,18,Partnership,0
1175,M1176,Department_store,Houston,32,Other integrations,0
1176,M1177,Ticket,Phoenix,39,Debit Card,0
1177,M1178,Department_store,San Francisco,46,Partnership,0
1178,M1179,Restaurant,Phoenix,29,Affirm Anywhere,0
1179,M1180,Department_store,San Francisco,62,Affirm Anywhere,0
1180,M1181,Restaurant,San Francisco,62,Affirm Anywhere,0
1181,M1182,Retail,San Francisco,57,Affirm Anywhere,0
1182,M1183,Beauty,San Francisco,16,VCN-integration,0
1183,M1184,Ticket,New York,56,API-integration,0
1184,M1185,Beauty,New York,10,API-integration,0
1185,M1186,Beauty,Phoenix,30,Other integrations,0
1186,M1187,Beauty,San Francisco,25,VCN-integration,0
1187,M1188,Restaurant,Chicago,5,API-integration,0
1188,M1189,Restaurant,San Francisco,65,Affirm Anywhere,0
1189,M1190,Ticket,Chicago,49,API-integration,0
1190,M1191,Restaurant,New York,3,Partnership,0
1191,M1192,Airline,San Francisco,45,Other integrations,0
1192,M1193,Restaurant,Los Angeles,14,API-integration,0
1193,M1194,Restaurant,Phoenix,30,Partnership,0
1194,M1195,Restaurant,San Francisco,68,Debit Card,0
1195,M1196,Retail,Houston,18,Partnership,0
1196,M1197,Ticket,Chicago,62,Partnership,0
1197,M1198,Airline,San Francisco,37,Affirm Anywhere,0
1198,M1199,Restaurant,Los Angeles,25,Affirm Anywhere,0
1199,M1200,Ticket,Chicago,48,Other integrations,0
1200,M1201,Department_store,Los Angeles,65,Affirm Anywhere,0
1201,M1202,Retail,Phoenix,53,Partnership,0
1202,M1203,Restaurant,Phoenix,15,VCN-integration,0
1203,M1204,Airline,Phoenix,49,Affirm Anywhere,0
1204,M1205,Retail,New York,68,Affirm Anywhere,0
1205,M1206,Airline,Los Angeles,12,Partnership,0
1206,M1207,Retail,San Francisco,59,Debit Card,0
1207,M1208,Department_store,Houston,37,Debit Card,0
1208,M1209,Ticket,Houston,61,API-integration,0
1209,M1210,Retail,Phoenix,43,Other integrations,0
1210,M1211,Beauty,Houston,70,Debit Card,0
1211,M1212,Department_store,Chicago,39,Affirm Anywhere,0
1212,M1213,Beauty,Los Angeles,56,VCN-integration,0
1213,M1214,Department_store,Los Angeles,63,API-integration,0
1214,M1215,Beauty,Los Angeles,46,Other integrations,1
1215,M1216,Beauty,Chicago,11,VCN-integration,0
1216,M1217,Airline,San Francisco,62,VCN-integration,0
1217,M1218,Retail,New York,25,Affirm Anywhere,0
1218,M1219,Retail,Chicago,71,Partnership,0
1219,M1220,Department_store,Los Angeles,52,Partnership,0
1220,M1221,Ticket,Los Angeles,4,Partnership,0
1221,M1222,Airline,Los Angeles,59,Debit Card,0
1222,M1223,Retail,San Francisco,20,Partnership,0
1223,M1224,Retail,Houston,63,Other integrations,0
1224,M1225,Airline,New York,54,Affirm Anywhere,0
1225,M1226,Restaurant,Chicago,57,Debit Card,0
1226,M1227,Airline,Los Angeles,41,Other integrations,0
1227,M1228,Retail,Phoenix,3,Partnership,0
1228,M1229,Ticket,New York,6,Other integrations,0
1229,M1230,Restaurant,Phoenix,5,VCN-integration,0
1230,M1231,Beauty,New York,5,Affirm Anywhere,0
1231,M1232,Airline,Los Angeles,54,Affirm Anywhere,0
1232,M1233,Beauty,New York,47,Other integrations,0
1233,M1234,Restaurant,New York,49,API-integration,0
1234,M1235,Restaurant,Los Angeles,9,Affirm Anywhere,0
1235,M1236,Restaurant,San Francisco,20,VCN-integration,0
1236,M1237,Department_store,Phoenix,61,Affirm Anywhere,0
1237,M1238,Airline,San Francisco,35,API-integration,0
1238,M1239,Ticket,Phoenix,50,Affirm Anywhere,0
1239,M1240,Ticket,Houston,62,Affirm Anywhere,0
1240,M1241,Beauty,Phoenix,17,API-integration,0
1241,M1242,Beauty,Phoenix,3,Affirm Anywhere,0
1242,M1243,Beauty,New York,32,Other integrations,0
1243,M1244,Airline,Houston,13,Debit Card,1
1244,M1245,Retail,Los Angeles,68,Other integrations,0
1245,M1246,Beauty,Los Angeles,14,Affirm Anywhere,0
1246,M1247,Restaurant,Chicago,11,Partnership,0
1247,M1248,Beauty,Houston,56,Partnership,0
1248,M1249,Restaurant,New York,67,Debit Card,0
1249,M1250,Department_store,Chicago,29,Affirm Anywhere,0
1250,M1251,Retail,Chicago,9,VCN-integration,0
1251,M1252,Retail,Los Angeles,67,Affirm Anywhere,0
1252,M1253,Airline,Phoenix,25,Partnership,0
1253,M1254,Airline,New York,42,API-integration,0
1254,M1255,Ticket,Houston,9,Debit Card,0
1255,M1256,Department_store,Chicago,40,API-integration,0
1256,M1257,Airline,New York,25,VCN-integration,0
1257,M1258,Restaurant,Los Angeles,5,Affirm Anywhere,0
1258,M1259,Department_store,Chicago,11,VCN-integration,0
1259,M1260,Retail,Chicago,59,API-integration,0
1260,M1261,Restaurant,San Francisco,38,Affirm Anywhere,1
1261,M1262,Department_store,Los Angeles,5,Other integrations,0
1262,M1263,Retail,San Francisco,48,Other integrations,0
1263,M1264,Airline,Los Angeles,18,VCN-integration,0
1264,M1265,Restaurant,Los Angeles,70,Other integrations,0
1265,M1266,Restaurant,San Francisco,37,Other integrations,0
1266,M1267,Retail,New York,60,Partnership,0
1267,M1268,Restaurant,New York,48,Other integrations,0
1268,M1269,Airline,New York,28,Partnership,0
1269,M1270,Airline,Phoenix,69,Debit Card,0
1270,M1271,Airline,Chicago,40,Partnership,0
1271,M1272,Retail,New York,45,Partnership,0
1272,M1273,Beauty,Phoenix,62,API-integration,0
1273,M1274,Beauty,Chicago,58,Partnership,0
1274,M1275,Restaurant,New York,67,Partnership,0
1275,M1276,Airline,Los Angeles,56,API-integration,0
1276,M1277,Restaurant,Houston,40,Partnership,0
1277,M1278,Retail,New York,40,Other integrations,1
1278,M1279,Restaurant,Houston,33,Partnership,1
1279,M1280,Ticket,New York,6,Debit Card,0
1280,M1281,Beauty,Los Angeles,19,Partnership,0
1281,M1282,Restaurant,Houston,40,Partnership,0
1282,M1283,Restaurant,Phoenix,59,Debit Card,0
1283,M1284,Department_store,Los Angeles,59,API-integration,0
1284,M1285,Restaurant,Houston,48,Other integrations,0
1285,M1286,Ticket,Houston,41,Partnership,1
1286,M1287,Beauty,San Francisco,13,Other integrations,0
1287,M1288,Department_store,San Francisco,45,VCN-integration,0
1288,M1289,Retail,Los Angeles,53,Other integrations,0
1289,M1290,Retail,Los Angeles,42,API-integration,0
1290,M1291,Beauty,Los Angeles,63,API-integration,0
1291,M1292,Retail,Chicago,27,Partnership,0
1292,M1293,Ticket,Phoenix,38,Debit Card,0
1293,M1294,Restaurant,New York,60,API-integration,0
1294,M1295,Beauty,San Francisco,7,Debit Card,0
1295,M1296,Department_store,Houston,5,VCN-integration,0
1296,M1297,Restaurant,San Francisco,45,Debit Card,0
1297,M1298,Retail,New York,58,Affirm Anywhere,0
1298,M1299,Retail,Los Angeles,31,Debit Card,0
1299,M1300,Department_store,San Francisco,23,API-integration,0
1300,M1301,Ticket,Phoenix,42,Debit Card,0
1301,M1302,Department_store,Phoenix,10,Debit Card,0
1302,M1303,Beauty,Chicago,32,Affirm Anywhere,0
1303,M1304,Department_store,San Francisco,53,Affirm Anywhere,0
1304,M1305,Retail,Los Angeles,30,Partnership,0
1305,M1306,Ticket,Houston,39,API-integration,1
1306,M1307,Ticket,Chicago,31,Partnership,0
1307,M1308,Airline,Los Angeles,2,Affirm Anywhere,1
1308,M1309,Department_store,Chicago,12,Debit Card,0
1309,M1310,Beauty,San Francisco,39,Affirm Anywhere,0
1310,M1311,Retail,New York,66,VCN-integration,0
1311,M1312,Restaurant,San Francisco,13,Debit Card,0
1312,M1313,Ticket,Los Angeles,46,Partnership,0
1313,M1314,Department_store,Houston,27,Debit Card,0
1314,M1315,Airline,Houston,17,VCN-integration,0
1315,M1316,Beauty,Los Angeles,60,Affirm Anywhere,0
1316,M1317,Beauty,Chicago,64,API-integration,0
1317,M1318,Retail,Phoenix,35,Other integrations,0
1318,M1319,Ticket,Los Angeles,70,API-integration,0
1319,M1320,Retail,San Francisco,30,API-integration,0
1320,M1321,Airline,Houston,71,Affirm Anywhere,0
1321,M1322,Restaurant,New York,63,API-integration,0
1322,M1323,Restaurant,Houston,28,VCN-integration,0
1323,M1324,Restaurant,Phoenix,60,Affirm Anywhere,0
1324,M1325,Beauty,Houston,37,API-integration,0
1325,M1326,Ticket,Phoenix,22,Other integrations,0
1326,M1327,Retail,Los Angeles,68,Partnership,0
1327,M1328,Retail,Houston,20,Affirm Anywhere,0
1328,M1329,Airline,Chicago,68,Affirm Anywhere,0
1329,M1330,Restaurant,San Francisco,64,Debit Card,0
1330,M1331,Ticket,Chicago,17,API-integration,0
1331,M1332,Ticket,San Francisco,12,Partnership,0
1332,M1333,Airline,Houston,22,Other integrations,0
1333,M1334,Department_store,Houston,17,VCN-integration,0
1334,M1335,Ticket,San Francisco,10,Affirm Anywhere,0
1335,M1336,Ticket,New York,65,VCN-integration,0
1336,M1337,Retail,Houston,22,VCN-integration,0
1337,M1338,Airline,New York,50,VCN-integration,0
1338,M1339,Ticket,New York,14,Debit Card,0
1339,M1340,Ticket,San Francisco,64,VCN-integration,0
1340,M1341,Retail,New York,47,API-integration,0
1341,M1342,Ticket,New York,29,API-integration,0
1342,M1343,Retail,Los Angeles,36,Partnership,0
1343,M1344,Department_store,Chicago,52,Partnership,1
1344,M1345,Beauty,New York,7,Other integrations,0
1345,M1346,Retail,Chicago,29,VCN-integration,0
1346,M1347,Retail,New York,11,VCN-integration,0
1347,M1348,Ticket,Chicago,33,Debit Card,0
1348,M1349,Retail,Houston,6,VCN-integration,0
1349,M1350,Airline,Houston,32,VCN-integration,0
1350,M1351,Restaurant,Chicago,51,VCN-integration,0
1351,M1352,Restaurant,New York,58,Affirm Anywhere,0
1352,M1353,Department_store,Los Angeles,26,Affirm Anywhere,0
1353,M1354,Retail,Chicago,46,Debit Card,0
1354,M1355,Airline,Phoenix,29,Debit Card,0
1355,M1356,Ticket,Los Angeles,4,API-integration,0
1356,M1357,Ticket,Phoenix,13,Debit Card,0
1357,M1358,Beauty,Chicago,39,Other integrations,0
1358,M1359,Department_store,New York,15,API-integration,0
1359,M1360,Airline,Phoenix,29,VCN-integration,0
1360,M1361,Airline,Chicago,29,Debit Card,0
1361,M1362,Ticket,Los Angeles,32,Other integrations,0
1362,M1363,Beauty,New York,2,Debit Card,0
1363,M1364,Ticket,Phoenix,47,Debit Card,0
1364,M1365,Beauty,Chicago,22,API-integration,0
1365,M1366,Restaurant,New York,27,API-integration,0
1366,M1367,Airline,New York,67,Partnership,0
1367,M1368,Restaurant,Houston,56,API-integration,0
1368,M1369,Ticket,New York,21,API-integration,0
1369,M1370,Department_store,Chicago,47,Affirm Anywhere,0
1370,M1371,Retail,Los Angeles,59,Debit Card,0
1371,M1372,Department_store,San Francisco,6,API-integration,0
1372,M1373,Department_store,Houston,19,Debit Card,0
1373,M1374,Retail,Chicago,57,Debit Card,0
1374,M1375,Airline,Chicago,69,Affirm Anywhere,0
1375,M1376,Restaurant,Chicago,3,Debit Card,0
1376,M1377,Restaurant,Phoenix,1,Other integrations,0
1377,M1378,Airline,Phoenix,58,API-integration,0
1378,M1379,Retail,Los Angeles,38,Debit Card,0
1379,M1380,Beauty,Chicago,15,Partnership,0
1380,M1381,Department_store,Phoenix,34,Partnership,0
1381,M1382,Ticket,Phoenix,61,Affirm Anywhere,0
1382,M1383,Restaurant,Phoenix,35,Other integrations,0
1383,M1384,Airline,Los Angeles,64,API-integration,0
1384,M1385,Ticket,Los Angeles,25,Affirm Anywhere,0
1385,M1386,Retail,Chicago,24,Partnership,0
1386,M1387,Ticket,Houston,12,Other integrations,0
1387,M1388,Ticket,Chicago,18,API-integration,0
1388,M1389,Department_store,Phoenix,15,Debit Card,0
1389,M1390,Retail,San Francisco,27,API-integration,0
1390,M1391,Ticket,Phoenix,60,VCN-integration,0
1391,M1392,Restaurant,New York,46,API-integration,0
1392,M1393,Retail,San Francisco,17,Debit Card,0
1393,M1394,Restaurant,San Francisco,53,VCN-integration,0
1394,M1395,Airline,Chicago,8,Other integrations,0
1395,M1396,Airline,Phoenix,27,Affirm Anywhere,0
1396,M1397,Beauty,Phoenix,46,Other integrations,0
1397,M1398,Airline,Houston,50,API-integration,0
1398,M1399,Ticket,New York,71,Affirm Anywhere,0
1399,M1400,Retail,Chicago,3,API-integration,0
1400,M1401,Airline,Los Angeles,64,Partnership,0
1401,M1402,Restaurant,Chicago,44,Partnership,0
1402,M1403,Ticket,San Francisco,53,Debit Card,0
1403,M1404,Airline,Chicago,24,Other integrations,0
1404,M1405,Department_store,Houston,60,Partnership,0
1405,M1406,Restaurant,Chicago,3,VCN-integration,0
1406,M1407,Restaurant,Houston,20,VCN-integration,0
1407,M1408,Beauty,San Francisco,46,API-integration,0
1408,M1409,Department_store,Houston,15,Affirm Anywhere,0
1409,M1410,Beauty,Phoenix,25,VCN-integration,0
1410,M1411,Airline,Los Angeles,71,API-integration,0
1411,M1412,Department_store,San Francisco,17,Affirm Anywhere,0
1412,M1413,Restaurant,Houston,9,Partnership,0
1413,M1414,Beauty,New York,38,API-integration,0
1414,M1415,Ticket,San Francisco,48,Affirm Anywhere,0
1415,M1416,Department_store,New York,60,Debit Card,0
1416,M1417,Restaurant,Los Angeles,63,Other integrations,0
1417,M1418,Retail,Houston,2,Other integrations,0
1418,M1419,Department_store,San Francisco,11,Debit Card,1
1419,M1420,Department_store,San Francisco,64,VCN-integration,0
1420,M1421,Airline,Los Angeles,21,Other integrations,0
1421,M1422,Ticket,Phoenix,18,Affirm Anywhere,0
1422,M1423,Airline,New York,64,Debit Card,0
1423,M1424,Department_store,San Francisco,38,VCN-integration,0
1424,M1425,Department_store,Chicago,32,API-integration,0
1425,M1426,Ticket,New York,11,API-integration,0
1426,M1427,Ticket,Houston,45,Affirm Anywhere,0
1427,M1428,Beauty,Los Angeles,33,Affirm Anywhere,0
1428,M1429,Restaurant,New York,41,Affirm Anywhere,0
1429,M1430,Restaurant,Chicago,8,Other integrations,0
1430,M1431,Beauty,Chicago,11,Affirm Anywhere,0
1431,M1432,Restaurant,Los Angeles,51,Debit Card,0
1432,M1433,Department_store,Los Angeles,41,Debit Card,0
1433,M1434,Beauty,New York,17,VCN-integration,0
1434,M1435,Beauty,Houston,46,Debit Card,0
1435,M1436,Restaurant,Phoenix,32,Other integrations,0
1436,M1437,Retail,Chicago,54,API-integration,0
1437,M1438,Restaurant,Los Angeles,20,VCN-integration,0
1438,M1439,Airline,Phoenix,33,Debit Card,0
1439,M1440,Retail,Phoenix,40,Affirm Anywhere,0
1440,M1441,Beauty,Phoenix,32,Debit Card,0
1441,M1442,Retail,Houston,2,Partnership,0
1442,M1443,Department_store,Los Angeles,33,VCN-integration,0
1443,M1444,Ticket,Chicago,30,Other integrations,0
1444,M1445,Retail,Los Angeles,33,Debit Card,0
1445,M1446,Airline,New York,26,Debit Card,0
1446,M1447,Ticket,Chicago,22,Other integrations,1
1447,M1448,Department_store,Los Angeles,66,API-integration,0
1448,M1449,Airline,Chicago,38,Affirm Anywhere,0
1449,M1450,Ticket,New York,46,Affirm Anywhere,1
1450,M1451,Department_store,San Francisco,15,API-integration,0
1451,M1452,Ticket,Chicago,44,API-integration,0
1452,M1453,Ticket,San Francisco,49,Partnership,1
1453,M1454,Restaurant,Phoenix,61,Other integrations,0
1454,M1455,Airline,Houston,67,VCN-integration,0
1455,M1456,Airline,New York,6,Affirm Anywhere,0
1456,M1457,Retail,Chicago,9,API-integration,0
1457,M1458,Airline,New York,6,API-integration,0
1458,M1459,Airline,Phoenix,32,Other integrations,0
1459,M1460,Ticket,San Francisco,41,VCN-integration,0
1460,M1461,Beauty,Houston,8,API-integration,0
1461,M1462,Restaurant,New York,50,Partnership,0
1462,M1463,Retail,San Francisco,62,VCN-integration,0
1463,M1464,Restaurant,Phoenix,62,Partnership,0
1464,M1465,Retail,Phoenix,7,Debit Card,0
1465,M1466,Department_store,Phoenix,4,Affirm Anywhere,0
1466,M1467,Ticket,San Francisco,6,API-integration,0
1467,M1468,Airline,Chicago,58,VCN-integration,0
1468,M1469,Airline,Los Angeles,22,Partnership,0
1469,M1470,Beauty,New York,26,Affirm Anywhere,0
1470,M1471,Restaurant,Los Angeles,3,Affirm Anywhere,0
1471,M1472,Restaurant,Phoenix,41,API-integration,0
1472,M1473,Restaurant,Los Angeles,60,Affirm Anywhere,0
1473,M1474,Airline,San Francisco,14,API-integration,0
1474,M1475,Restaurant,Phoenix,12,Debit Card,0
1475,M1476,Ticket,Phoenix,12,API-integration,0
1476,M1477,Retail,Houston,13,Other integrations,0
1477,M1478,Airline,Houston,25,Partnership,0
1478,M1479,Ticket,San Francisco,45,Other integrations,0
1479,M1480,Department_store,San Francisco,19,Affirm Anywhere,0
1480,M1481,Ticket,Los Angeles,55,Affirm Anywhere,0
1481,M1482,Ticket,New York,45,Affirm Anywhere,0
1482,M1483,Department_store,Los Angeles,8,API-integration,0
1483,M1484,Ticket,San Francisco,53,VCN-integration,0
1484,M1485,Retail,New York,55,API-integration,0
1485,M1486,Airline,Los Angeles,32,Partnership,0
1486,M1487,Beauty,Chicago,51,API-integration,0
1487,M1488,Department_store,Chicago,44,Affirm Anywhere,0
1488,M1489,Airline,New York,70,Debit Card,0
1489,M1490,Restaurant,Houston,18,Partnership,0
1490,M1491,Retail,New York,22,Other integrations,0
1491,M1492,Beauty,Los Angeles,37,Debit Card,0
1492,M1493,Retail,Phoenix,56,Partnership,0
1493,M1494,Retail,Chicago,59,Partnership,0
1494,M1495,Restaurant,Phoenix,3,Affirm Anywhere,0
1495,M1496,Beauty,Chicago,28,Other integrations,0
1496,M1497,Retail,Los Angeles,35,API-integration,0
1497,M1498,Restaurant,Chicago,61,Other integrations,0
1498,M1499,Department_store,New York,54,Affirm Anywhere,1
1499,M1500,Restaurant,Phoenix,63,Affirm Anywhere,0
1500,M1501,Ticket,San Francisco,7,Affirm Anywhere,0
1501,M1502,Airline,Phoenix,49,Debit Card,0
1502,M1503,Restaurant,Los Angeles,31,Other integrations,0
1503,M1504,Restaurant,San Francisco,58,Other integrations,0
1504,M1505,Restaurant,Phoenix,61,Partnership,0
1505,M1506,Retail,Los Angeles,24,VCN-integration,0
1506,M1507,Beauty,Houston,20,API-integration,0
1507,M1508,Restaurant,New York,37,Affirm Anywhere,0
1508,M1509,Restaurant,Chicago,4,Other integrations,0
1509,M1510,Ticket,Chicago,20,Other integrations,0
1510,M1511,Ticket,Chicago,60,Partnership,0
1511,M1512,Department_store,Houston,24,API-integration,0
1512,M1513,Department_store,New York,50,VCN-integration,0
1513,M1514,Ticket,Phoenix,49,VCN-integration,0
1514,M1515,Beauty,Phoenix,51,Affirm Anywhere,0
1515,M1516,Department_store,New York,36,VCN-integration,0
1516,M1517,Airline,San Francisco,66,VCN-integration,0
1517,M1518,Airline,New York,34,API-integration,0
1518,M1519,Beauty,Chicago,36,API-integration,0
1519,M1520,Ticket,Phoenix,6,Affirm Anywhere,0
1520,M1521,Department_store,New York,39,Other integrations,0
1521,M1522,Restaurant,Phoenix,42,Partnership,0
1522,M1523,Ticket,New York,58,Affirm Anywhere,0
1523,M1524,Department_store,Los Angeles,12,Debit Card,0
1524,M1525,Beauty,Chicago,3,VCN-integration,0
1525,M1526,Airline,New York,18,Partnership,0
1526,M1527,Beauty,Houston,40,Other integrations,0
1527,M1528,Department_store,New York,21,Other integrations,0
1528,M1529,Beauty,Los Angeles,15,API-integration,0
1529,M1530,Department_store,Houston,26,Debit Card,0
1530,M1531,Department_store,Houston,8,Other integrations,0
1531,M1532,Beauty,New York,42,Debit Card,0
1532,M1533,Retail,Los Angeles,44,VCN-integration,0
1533,M1534,Restaurant,Houston,14,API-integration,0
1534,M1535,Ticket,Chicago,2,Partnership,0
1535,M1536,Airline,San Francisco,37,API-integration,0
1536,M1537,Restaurant,Chicago,69,VCN-integration,0
1537,M1538,Ticket,Phoenix,38,Other integrations,0
1538,M1539,Ticket,Phoenix,41,Debit Card,0
1539,M1540,Airline,Los Angeles,62,VCN-integration,0
